query_id,query_term,uid,pmcid,pmid,doi,year,pubdate,title,journal_abbrev,journal_full,first_author,pmclivedate,pmc_url,ncbi_pmc_url,pdf_url,ncbi_total_count
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",8380909,PMC8380909,33397660,10.1136/bmjspcare-2020-002640,2021,2021 Jan 4,The wish to die and hastening death in amyotrophic lateral sclerosis: A scoping review,BMJ Support Palliat Care,BMJ Supportive & Palliative Care,Erdmann A,2021/09/08,https://pmc.ncbi.nlm.nih.gov/articles/PMC8380909/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8380909/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8380909/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7811762,PMC7811762,33501429,10.1093/braincomms/fcaa227,2021,2021 Jan 4,An update on the rod microglia variant in experimental and clinical brain injury and disease,Brain Commun,Brain Communications,Giordano KR,2021/01/25,https://pmc.ncbi.nlm.nih.gov/articles/PMC7811762/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7811762/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7811762/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7823462,PMC7823462,33401678,10.3390/brainsci11010041,2021,2021 Jan 2,Adjunctive Approaches to Aphasia Rehabilitation: A Review on Efficacy and Safety,Brain Sci,Brain Sciences,Picano C,2021/01/24,https://pmc.ncbi.nlm.nih.gov/articles/PMC7823462/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7823462/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7823462/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",8096522,PMC8096522,33340485,10.1016/S1474-4422(20)30412-9,2021,2021 Jan,"APOE and Alzheimer’s Disease: Advances in Genetics, Pathophysiology, and Therapeutic Approaches.",Lancet Neurol,The Lancet. Neurology,Serrano-Pozo A,2021/05/04,https://pmc.ncbi.nlm.nih.gov/articles/PMC8096522/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8096522/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8096522/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",8049581,PMC8049581,33907594,10.1590/1980-57642021dn15-010002,2021,2021 Jan-Mar,Language in corticobasal syndrome: a systematic review,Dement Neuropsychol,Dementia & Neuropsychologia,de Almeida IJ,2021/04/26,https://pmc.ncbi.nlm.nih.gov/articles/PMC8049581/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8049581/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8049581/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7839006,PMC7839006,33401393,10.3390/neurolint13010001,2021,2021 Jan 1,Impacts of Music Intervention on Dementia: A Review Using Meta-Narrative Method and Agenda for Future Research,Neurol Int,Neurology International,Soufineyestani M,2021/01/28,https://pmc.ncbi.nlm.nih.gov/articles/PMC7839006/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7839006/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7839006/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7823713,PMC7823713,33383805,10.3390/biom11010030,2020,2020 Dec 29,Iron Dysregulation and Inflammagens Related to Oral and Gut Health Are Central to the Development of Parkinson’s Disease,Biomolecules,Biomolecules,van Vuuren MJ,2021/01/24,https://pmc.ncbi.nlm.nih.gov/articles/PMC7823713/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7823713/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7823713/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7821807,PMC7821807,33506145,10.4103/bc.bc_48_20,2020,2020 Dec 29,Neurocysticercosis and movement disorders: A literature review,Brain Circ,Brain Circulation,Rissardo JP,2021/01/26,https://pmc.ncbi.nlm.nih.gov/articles/PMC7821807/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7821807/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7821807/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7801263,PMC7801263,33447252,10.3389/fneur.2020.616764,2020,2020 Dec 29,"Data-Driven, Visual Framework for the Characterization of Aphasias Across Stroke, Post-resective, and Neurodegenerative Disorders Over Time",Front Neurol,Frontiers in Neurology,Fan JM,2021/01/13,https://pmc.ncbi.nlm.nih.gov/articles/PMC7801263/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7801263/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7801263/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7880674,PMC7880674,33367536,10.1093/brain/awaa386,2020,2020 Dec 26,Vestibular agnosia in traumatic brain injury and its link to imbalance,Brain,Brain,Calzolari E,2021/02/17,https://pmc.ncbi.nlm.nih.gov/articles/PMC7880674/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7880674/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7880674/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7769709,PMC7769709,33437667,10.5306/wjco.v11.i12.1064,2020,2020 Dec 24,Latent brain infection with Moraxella osloensis as a possible cause of cerebral gliomatosis type 2: A case report,World J Clin Oncol,World Journal of Clinical Oncology,Strojnik T,2021/01/11,https://pmc.ncbi.nlm.nih.gov/articles/PMC7769709/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7769709/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7769709/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",9632504,PMC9632504,33656125,10.1590/1516-3180.2020.0119.R1.30102020,2020,2020 Dec 23,"Descriptive epidemiological study on patients with movement disorders, with emphasis on Parkinson’s disease",Sao Paulo Med J,São Paulo Medical Journal,Balestrassi LS,2022/11/04,https://pmc.ncbi.nlm.nih.gov/articles/PMC9632504/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9632504/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9632504/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7757819,PMC7757819,33362244,10.1371/journal.pntd.0008960,2020,2020 Dec 23,Assessing the risk of dengue severity using demographic information and laboratory test results with machine learning,PLoS Negl Trop Dis,PLoS Neglected Tropical Diseases,Huang SW,2021/01/06,https://pmc.ncbi.nlm.nih.gov/articles/PMC7757819/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7757819/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7757819/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7793702,PMC7793702,33424531,10.3389/fnins.2020.559670,2020,2020 Dec 22,Case Report: Association of a Variant of Unknown Significance in the FIG4 Gene With Frontotemporal Dementia and Slowly Progressing Motoneuron Disease: A Case Report Depicting Common Challenges in Clinical and Genetic Diagnostics of Rare Neuropsychiatric and Neurologic Disorders,Front Neurosci,Frontiers in Neuroscience,Bergner CG,2021/01/09,https://pmc.ncbi.nlm.nih.gov/articles/PMC7793702/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7793702/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7793702/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7765750,PMC7765750,33376386,10.2147/IJGM.S286421,2020,2020 Dec 22,A Novel Missense Mutation of the CSF1R Gene Causes Incurable CSF1R-Related Leukoencephalopathy: Case Report and Review of Literature,Int J Gen Med,International Journal of General Medicine,Chen J,2020/12/28,https://pmc.ncbi.nlm.nih.gov/articles/PMC7765750/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7765750/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7765750/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7779795,PMC7779795,33408686,10.3389/fneur.2020.600468,2020,2020 Dec 21,Case Report: Early-Onset Behavioral Variant Frontotemporal Dementia in Patient With Retrotransposed Full-Length Transcript of Matrin-3 Variant 5,Front Neurol,Frontiers in Neurology,Castro M,2021/01/05,https://pmc.ncbi.nlm.nih.gov/articles/PMC7779795/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7779795/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7779795/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7766236,PMC7766236,33352859,10.3390/genes11121514,2020,2020 Dec 18,Genetic Variants behind Cardiovascular Diseases and Dementia,Genes (Basel),Genes,Ho WM,2020/12/28,https://pmc.ncbi.nlm.nih.gov/articles/PMC7766236/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7766236/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7766236/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7862085,PMC7862085,33575481,10.1212/NXG.0000000000000535,2020,2020 Dec 17,Can Anti–β-amyloid Monoclonal Antibodies Work in Autosomal Dominant Alzheimer Disease?,Neurol Genet,Neurology: Genetics,Imbimbo BP,2021/02/10,https://pmc.ncbi.nlm.nih.gov/articles/PMC7862085/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7862085/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7862085/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",8119548,PMC8119548,33325005,10.1007/s40122-020-00221-0,2020,2020 Dec 16,Burst Motor Cortex Stimulation Evokes Sustained Suppression of Thalamic Stroke Pain: A Narrative Review and Single-Case Overview,Pain Ther,Pain and Therapy,Nüssel M,2021/05/14,https://pmc.ncbi.nlm.nih.gov/articles/PMC8119548/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8119548/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8119548/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7757009,PMC7757009,33351117,10.1182/bloodadvances.2020003349,2020,2020 Dec 16,"Incidence of symptomatic, image-confirmed venous thromboembolism following hospitalization for COVID-19 with 90-day follow-up",Blood Adv,Blood Advances,Salisbury R,2020/12/23,https://pmc.ncbi.nlm.nih.gov/articles/PMC7757009/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7757009/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7757009/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7765232,PMC7765232,33333772,10.3390/ijms21249526,2020,2020 Dec 15,Palmitoylethanolamide: A Nutritional Approach to Keep Neuroinflammation within Physiological Boundaries—A Systematic Review,Int J Mol Sci,International Journal of Molecular Sciences,Petrosino S,2020/12/27,https://pmc.ncbi.nlm.nih.gov/articles/PMC7765232/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7765232/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7765232/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7745554,PMC7745554,33402860,10.1177/1179573520976832,2020,2020 Dec 15,The Effect of Transcranial Direct Current Stimulation in Changing Resting-State Functional Connectivity in Patients With Neurological Disorders: A Systematic Review,J Cent Nerv Syst Dis,Journal of Central Nervous System Disease,Chan MM,2021/01/04,https://pmc.ncbi.nlm.nih.gov/articles/PMC7745554/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7745554/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7745554/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7768400,PMC7768400,33322688,10.3390/jpm10040274,2020,2020 Dec 12,Clinical and Electrophysiological Hints to TMS in De Novo Patients with Parkinson’s Disease and Progressive Supranuclear Palsy,J Pers Med,Journal of Personalized Medicine,Fisicaro F,2020/12/29,https://pmc.ncbi.nlm.nih.gov/articles/PMC7768400/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7768400/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7768400/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7772861,PMC7772861,33442376,10.1159/000511954,2020,2020 Dec 11,Fragile-X-Associated Tremor/Ataxia Syndrome or Alcohol-Induced Cerebellar Degeneration? A Case Report,Case Rep Neurol,Case Reports in Neurology,Grigioni G,2021/01/12,https://pmc.ncbi.nlm.nih.gov/articles/PMC7772861/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7772861/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7772861/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7763851,PMC7763851,33322544,10.3390/brainsci10120972,2020,2020 Dec 11,The Significance of Tau Aggregates in the Human Brain,Brain Sci,Brain Sciences,Castellani RJ,2020/12/27,https://pmc.ncbi.nlm.nih.gov/articles/PMC7763851/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7763851/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7763851/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7759542,PMC7759542,33362482,10.3389/fnsys.2020.606345,2020,2020 Dec 11,The Inferior Colliculus in Alcoholism and Beyond,Front Syst Neurosci,Frontiers in Systems Neuroscience,Bordia T,2020/12/26,https://pmc.ncbi.nlm.nih.gov/articles/PMC7759542/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7759542/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7759542/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7836101,PMC7836101,33505777,,2020,2020 Dec 10,Non-Invasive Strategies for Nose-to-Brain Drug Delivery,J Clin Trials,Journal of clinical trials,Trevino J,2021/01/26,https://pmc.ncbi.nlm.nih.gov/articles/PMC7836101/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7836101/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7836101/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7836054,PMC7836054,33185600,10.3233/JAD-200691,2020,2020 Dec 8,Paratonia in Dementia: A Systematic Review,J Alzheimers Dis,Journal of Alzheimer's Disease,Drenth H,2021/02/01,https://pmc.ncbi.nlm.nih.gov/articles/PMC7836054/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7836054/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7836054/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7763133,PMC7763133,33302561,10.3390/v12121411,2020,2020 Dec 8,"Creutzfeldt–Jakob Disease with a Five-Year Clinical Course, Multicentric Cerebellar Prion Plaques and Prior History of Biopsy-Proven Primary Angiitis of the Central Nervous System: A Case for Iatrogenic Exposure?",Viruses,Viruses,Jeon K,2020/12/27,https://pmc.ncbi.nlm.nih.gov/articles/PMC7763133/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7763133/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7763133/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7753187,PMC7753187,33363503,10.3389/fneur.2020.566667,2020,2020 Dec 8,Case Report: [18F]PI2620 as a Tau Imaging Agent in Posterior Cortical Atrophy,Front Neurol,Frontiers in Neurology,Kong Y,2020/12/23,https://pmc.ncbi.nlm.nih.gov/articles/PMC7753187/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7753187/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7753187/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7723988,PMC7723988,33293571,10.1038/s41398-020-01111-x,2020,2020 Dec 8,Chronic traumatic encephalopathy—a blueprint for the bridge between neurological and psychiatric disorders,Transl Psychiatry,Translational Psychiatry,Albayram O,2020/12/17,https://pmc.ncbi.nlm.nih.gov/articles/PMC7723988/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7723988/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7723988/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7723391,PMC7723391,33313338,10.1117/1.NPh.7.4.045011,2020,2020 Dec 8,Differential effects of photobiomodulation interval schedules on brain cytochrome c-oxidase and proto-oncogene expression,Neurophotonics,Neurophotonics,Arias JL,2020/12/10,https://pmc.ncbi.nlm.nih.gov/articles/PMC7723391/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7723391/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7723391/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7750403,PMC7750403,33365009,10.3389/fpsyg.2020.622576,2020,2020 Dec 7,Editorial: Unawareness of Illness in Neurological Disorders: A Focussed Neurocognitive Approach Shedding Light on Neuropsychological Deficits and Neural Underpinnings Potential Association,Front Psychol,Frontiers in Psychology,Amanzio M,2020/12/22,https://pmc.ncbi.nlm.nih.gov/articles/PMC7750403/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7750403/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7750403/pdf/,5356
ftld_case_reports_oa_v1,"((""frontotemporal dementia"" OR ""frontotemporal lobar degeneration"" OR ""primary progressive aphasia"" OR bvftd OR svppa OR nfvppa OR lvppa OR ""progressive supranuclear palsy"" OR ""corticobasal syndrome"" OR ""corticobasal degeneration"" OR ""ftd-mnd"") AND (""case report"" OR ""case series"" OR ""case presentation"")) AND open access[filter]",7750181,PMC7750181,33364933,10.3389/fnagi.2020.593572,2020,2020 Dec 7,The Future of GDNF in Parkinson's Disease,Front Aging Neurosci,Frontiers in Aging Neuroscience,Manfredsson FP,2020/12/22,https://pmc.ncbi.nlm.nih.gov/articles/PMC7750181/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7750181/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7750181/pdf/,5356
